category,group,sort_order,title,body,image_url,link,shape_key,published
Wiki,Japanese Knife Types — Fish & Seafood,339,Tarasaki,'Tara' means cod in Japanese. A specialized knife for breaking down cod. Features a unique indentation in the choil allowing for a greater choke-up grip.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Fish & Seafood,340,Dakketsu,A short fisherman's knife used for bleeding tuna or other fish on a boat to keep them fresh after catch.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Fish & Seafood,341,Kujira Hocho,"'Kujira' means whale. Originally designed to cut meat and blubber from whales, particularly in the Tosa or Shizuoka regions. Today also used on large fish such as tuna, shark, and swordfish. Very large knives with long handles and blade lengths well over 300mm — the example made by Shinichi Watanabe had a 360mm blade and 25cm handle.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Fish & Seafood,342,Katsuo Hocho,"Thick, angular-tipped knife for cutting Katsuo (skipjack tuna) and similar fish. Double-grind knife. The angled cutting edge on the front is for sliding down the back to remove tough dorsal fins. Thick enough to handle bones too. Variations include the Umi Bocho (same design but with a more rounded tip).",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Fish & Seafood,343,Ikasaki,Specialized small knife for breaking down squid. Similar to Makiri but with a more rounded spine and the heel slightly sticking out below the handle.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Sushi & Sashimi,350,Yanagiba,"Also Shobu. A long, narrow, single-grind knife, typically well over 240mm. Professional versions of 330mm or even 360mm are fairly common. Designed for cutting raw fish for sashimi and sushi. Usually fitted with a traditional Japanese handle. 'Yanagi' means willow in Japanese, so Yanagiba becomes 'willow leaf blade.' In Western Japan the knife is called Shobu ('iris leaf'). In Tokyo (Eastern Japan) the name Yanagiba is used.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Sushi & Sashimi,351,Takohiki,Also Takobiki. Similar to Yanagi except the tip is square. Designed specifically to cut octopus (Tako in Japanese). Two further variations: Sakimaru Takohiki (round tip) and Kiritsukegata Takohiki (sword tip).,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Sushi & Sashimi,352,Sujihiki,"Also Sujibiki. Long, narrow, thin blade knife for slicing cooked and raw meats and cleaning fat. 'Suji' means tendon, 'Biki' means pull. The double-grind version of the Yanagiba, commonly used in Western kitchens.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Sushi & Sashimi,353,Kensaki Yanagiba,"A Yanagiba with a sword tip (Kensaki), combining the pulling cut of the Yanagi with a more pointed nose.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Sushi & Sashimi,354,Sushikiri,"Means 'sushi slicer' in Japanese. Long, approximately 240mm blade, with a symmetrically curved edge. Designed to slice sushi rolls and Hako Sushi (Battera Sushi). Popular in the Kansai area around Osaka and Kyoto. In Tokyo, Yanagi knives are used for the same job.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,360,Nakiri,"Also Nakkiri. Rectangular, thin-bladed vegetable knife. Double-grind. Excels in delicate vegetable cutting. Comes with both western and Japanese handles. The Kakugata (square) style is the most common, also referred to as Kansaigata. The Higashigata (eastern style) variation has a rounded heel and is taller towards the front.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,361,Usuba,"Precisely: Azumagata Usuba (also Kakugata Usuba). A rectangular, thin-bladed vegetable knife similar to the Nakiri but thicker, single-grind, higher quality, and more expensive. Single-grind enables the ultra-precise Katsuramuki (rotary peeling) and Kazarigiri (decorative cutting) techniques. Three types exist: Azumagata (square), Hishigata (diamond, Kanto style), and Kamagata (sickle tip, Kansai style).",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,362,Kamagata Usuba,A Usuba variation with the Kansai-style Kamagata (sickle-shaped) blade tip. Preferred in the Kansai region for vegetable work.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,363,Moroha Usuba,"A double-bevel Usuba. Essentially a Wa-handled Nakiri with a machi and a slightly more acutely angled heel. Not as thick as a normal Usuba. Sizes up to 210mm. Made by Sakai Takayuki and Shigefusa, among others.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,364,Mukimono,"Basically a paring knife with blade geometry similar to a Hishigata Usuba, but thinner and smaller. Mainly used for decorative food carving. Also called Kenmuki.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,365,Kawamuki,"Literally 'skin peeling' knife. Small knife with approximately 90mm long blade, used for peeling and garnishing. Blade geometry is similar to the Kamagata Usuba.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,366,Kurimuki,"In Japanese: chestnut skin peeling knife. Despite its name, works well for peeling, carving, and cutting all kinds of fancy shapes from fruits and small vegetables. Two main variations: Kengata Kurimuki and Kamagata Kurimuki.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Vegetable,367,Muki,"'Muki' or 'Muku' means peeling in Japanese. A small, Kamagata-type blade designed for peeling, especially well suited for small items.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Boning & Poultry,370,Honesuki,"Poultry boning knife. Smaller version of the Garasuki. Features a stiff, triangular blade for breaking down whole birds — particularly chickens. The reverse tanto-style tip allows for precise cuts in tight spaces around joints.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Boning & Poultry,371,Garasuki,"Poultry boning knife. Bigger version of the Honesuki. Designed in Japanese specialist chicken restaurants for breaking down whole birds. The larger, heavier blade handles bigger poultry.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Boning & Poultry,372,Hankotsu,"Also called Hankotsu-Maru, Honesuki-Maru, or Sabaki-Nishigata. Japanese-style boning knife. Used to separate bones from meat by cutting with a reverse grip on hanging carcasses. Has a more rounded shape than the angular Honesuki. Also called the 'rebellious knife.'",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Boning & Poultry,373,Sabaki,"'Sabaki' means butchery or meat breakdown. Can refer to a Honesuki, but there is also a distinct Sabaki shape with a single-grind edge used for butchery work.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Boning & Poultry,374,Kashiwa Deba,"A special Deba with a flat blade profile, supposedly efficient for skinning fowl.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,380,Sobakiri / Udonkiri,"Also Menkiri (general term for noodle cutting knives). Long, rectangular knife used to cut soba (buckwheat) or udon noodles into thin strips. The blade geometry is blade-heavy with no belly curve, allowing for a clean, straight cut through dough. Sobakiri is specifically for soba; Udonkiri for udon — the knives are essentially the same type.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,381,Menkiri,"The general Japanese name for the category of knives designed for noodle cutting. Includes Sobakiri and Udonkiri. Some makers (e.g. Takeda) use the term for a smaller, cheaper version with blade geometry more resembling a Nakiri — lighter and shorter, but less efficient for cutting noodles.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,382,Sasakiri Bocho,Extremely specialized knife for cutting bamboo grass/leaves into decorative shapes for presentation with sushi or other expensive foods. 'Sasakiri' is the technique of cutting bamboo grass decoratively.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,383,Mochikiri,Dedicated knife for cutting Mochi — Japanese rice cake.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,384,Chukabocho,"Japanese term for Chinese Cleaver. A larger, rectangular-shaped, thin-bladed knife for vegetable cutting and general kitchen use.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,385,Suikakiri,"Watermelon knife. Long, thin, rectangular-shaped knife. Blade geometry very similar to the Nakiri.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,386,Gishiki Bocho,Also Shiki-Bocho. A special knife for imperial court or Shinto Shrine ceremonies. Designed to fillet fish without touching the fish with hands — using only the knife and silver chopsticks. The process is called Shiki-Bocho and requires an extremely skilled chef. The tradition has been practiced in Japan for between 600 and 1000 years.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,387,Kaimuki,"'Kai' means shellfish and 'muki' means to shuck in Japanese. A small knife designed to open shellfish, scallops, and oysters. Several variations exist.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,388,Kaisaki,Shellfish paring knife. Also called Hiraki Bocho or Baran-kiri. 'Hiraki' refers to the technique of filleting fish and butterflying them.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,389,Kotori Bocho,"Specialized knife for cutting out fish roe (fully ripe internal ovaries or egg masses of fish and other marine animals, e.g. shrimp, scallop, sea urchins). Usually cod roe. Two blade variations: Kamagata (sickle tip) and Sankakugata (triangular blade).",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,390,Negikiri,Dedicated long onion cutting knife. Two regional styles: Higashigata (Kanto/Eastern style) and Nishigata (Kansai/Western style).,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,391,Tsuke Bocho,Steamed fishcake knife. Used for forming non-solidified fish paste into the correct shape on wooden boards before steaming.,,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Types — Noodles & Specialty,392,Meuchi,"Not quite a knife but qualifies as one — looks like a railroad spike. An assistant tool when filleting eel with an Unagisaki. The cook drives it through the head of the eel to pin it to the board, then proceeds with the Unagisaki for actual filleting. Comes in plain stiletto and T shapes.",,https://www.zknives.com/knives/kitchen/misc/usetype/all/index.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,400,Ago,Japanese term for the knife chin — the corner spot of the blade heel (Hamato). It is the transition point between the cutting edge and the heel of the blade.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,401,Emoto,Japanese for 'neck.' Refers to the narrow section of the blade between the blade heel and the handle (or Machi if present). Visible on traditional Japanese knives.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,402,Hamato,Japanese term for the knife heel — the last few centimeters of the cutting edge closest to the handle. Important for rocking cuts and the finishing pull of a slice.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,403,Hawatari,"Japanese term for blade length — the measurement from the tip to the heel of the blade. On knives with a Machi, different makers measure this differently — some include the Machi, some don't.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,404,Kiriba,"Literally 'blade path.' Refers to the inclined surface that starts at the Shinogi (ridge line), including the cutting edge itself. Essentially the bevel of the blade.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,405,Kissaki,"Japanese term for the blade tip. On single-bevel knives the Kissaki geometry varies by knife type: the Yanagiba has a pointed tip, the Takohiki a square tip.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,406,Machi,"A narrow section of metal approximately 5mm long between the blade neck (Emoto) and the handle, notched to mark the transition. Found on many Japanese knives, never on western knives. Blade length measurements may or may not include the Machi depending on the maker — worth asking if precision matters.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,407,Mine / Mune,"Both Mine and Mune are Japanese terms for the blade spine — the thick, unsharpened top of the blade opposite the cutting edge. Spine thickness is a key factor in the blade's rigidity and cutting feel.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,408,Nakago,"Japanese term for the blade tang — the portion of metal that extends into the handle. Full tang, hidden tang, and rat-tail tang designs all exist in Japanese knives.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,409,Shinogi,Japanese term for the ridge line formed where the flat portion of the blade meets the blade path (Kiriba). On single-bevel knives the Shinogi is very prominent and is used as a reference when sharpening.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,410,Koba,"Japanese term for the secondary bevel — the small additional bevel at the very edge of the blade, ground at a slightly steeper angle to reinforce the apex. Some high-end Japanese knives are finished without one for maximum sharpness.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Anatomy,411,Kakumaki / Katsura / Kazura,Japanese terms for the ferrule or bolster collar — the collar between the blade and the handle that reinforces the junction. Traditionally made from water buffalo horn. Kakumaki is the formal term; Katsura and Kazura are the more commonly used equivalents.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,420,Awase,"Generic Japanese term for clad (laminated) knives. A softer outer layer (Jigane) is clad over a hard steel core (Hagane). There are three types: San-Mai (cladding on both flat sides), Warikomi (cladding on sides and spine), and Ni-Mai (cladding on the edge side only, for single-bevel knives).",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,421,Hagane,The inner layer of hard steel that forms the cutting edge of the blade. Supported and protected by the outer soft layer (Jigane) in laminated Japanese knives. Hagane is typically high-carbon steel — it takes and holds a fine edge but needs the Jigane for resilience.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,422,Jigane,The soft outer layer of steel that supports and protects the inner hard core (Hagane) in laminated Japanese knives. The quality and finish of the Jigane is important aesthetically — it is the surface that develops the Kasumi finish.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,423,San-Mai,"Cladding technique that laminates a hard steel core (Hagane) with softer outer layers on both flat sides, but not over the spine. The most common lamination style in Japanese kitchen knives. Provides a hard, sharp edge with a tough, forgiving outer structure. Occasionally confused with Warikomi but the two differ in how the cladding wraps the spine.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,424,Warikomi,"Cladding type where the Jigane (soft steel) is applied on the sides AND spine of the Hagane (hard core), encasing it more completely than San-Mai. Occasionally used interchangeably with San-Mai but technically distinct — see cladding diagrams for the difference.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,425,Ni-Mai,"Lamination style used for single-bevel knives. Cladding (Jigane) is applied only on the cutting edge side (Omote); the back (Ura) is left as Hagane — hard steel. The result is visible as the Kasumi finish: hazy soft steel contrasting with the hard, polished edge steel.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,426,Honyaki,"Translates as 'true-forged.' Unlike laminated (Awase) knives, Honyaki knives are made from a single piece of very hard, high-carbon steel throughout. Higher hardness and edge retention than San-Mai knives, but more difficult to forge (hence the high price), more challenging to sharpen, and more prone to chipping or cracking if misused.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,427,Mizu-Honyaki,"Differentially hardened Honyaki knives. The blade spine is coated in clay before quenching in water, making the spine softer and springy while the edge remains extremely hard. The process creates a visible wavy line (Hamon) at the boundary. Considered the pinnacle of Japanese knife construction.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Construction,428,Kitaeji,"Multi-layer Jigane — Damascus-style cladding with a patterned, layered outer steel. The term is often used alongside 'damascus' in the Western market. The pattern appears on the flat sides of the blade and is purely aesthetic on the soft cladding layer; the cutting edge is still a single-steel Hagane core.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Finishes,440,Kasumi,"'Kasumi' means mist in Japanese. Refers to the hazy, matte appearance of the soft Jigane layer next to the hard, polished Hagane on single-bevel (Ni-Mai) knives. The visual contrast between soft and hard steel is part of the traditional aesthetic of Japanese blades.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
