category,group,sort_order,title,body,image_url,link,shape_key,published
Wiki,Blade Shapes — Japanese,18,Kiritsuke,"This Japanese knife style is considered a status symbol among chefs in Japan, generally used only by a head chef due to the precise skill required. Its design is a hybrid of a gyuto and a yanagi. The edge comes with a single- or double-bevel, which broadens the functionality to include tap chopping. A better choice for an advanced home chef, though certainly a contender for a personal kitchen where you're the one in charge.",,,,TRUE
Wiki,Blade Shapes — Japanese,19,Yanagiba / Yanagi,"Eastern Japan (Tokyo region) uses the name Yanagiba, meaning 'Willow Leaf.' To the west in Osaka and Kyoto, these knives are known as Shobu. The knife has a slim blade, somewhat similar to a Katana. Well known as a great sashimi knife, with a single-beveled edge good for cutting and fileting fish. Its pointed tip makes it possible to cut beautiful sashimi just by pulling in a single motion. Ideal for: Slicing.",,,,TRUE
Wiki,Blade Shapes — Japanese,20,Deba,"Deba means 'a pointed carving knife.' Originated in Sakai, Osaka during the Edo period. Used for cleaning and cutting fish and birds. The blade has increased thickness along the spine, allowing it to cut off the heads of fish or through small bones without damage when used properly. The Deba should not be used to cut through thick bones. The Ajikiri is a smaller, thinner version designed for smaller fish such as mackerel. Ideal for: Slicing and disjointing.",,,,TRUE
Wiki,Blade Shapes — Japanese,21,Usuba,"Used for vegetables, similar to the Nakiri. Originated in the Tokyo region and uses a single-bevel, thin blade. Perfect for peeling vegetables such as daikon due to the thin straight single edge. The straight edge makes it perfect for rhythmic chopping on a cutting board. Perfect for specialized cutting techniques like Katsuramuki ('rotary peeling') and Kazarigiri ('decorative cutting'). Ideal for: Chopping, slicing, dicing, and mincing.",,,,TRUE
Wiki,Blade Shapes — Japanese,22,Mukimono,"This type of knife allows for stylized, intricate peeling of vegetables — specifically when designing peeled artwork to accompany the main dish. The blade is similar to an Usuba but the pointed tip allows for precision carving and peeling. Small, thin, and lightweight with a single-bevel edge. Ideal for: Slicing, dicing, mincing, and peeling.",,,,TRUE
Wiki,Blade Shapes — Japanese,23,Garasuki,"Originated in Japan, where specialist chicken restaurants needed a knife to break down whole chickens. Like the Honesuki, particularly suitable for poultry and meat. The Garasuki shares the same overall blade profile as the Honesuki, but is larger, thicker, and heavier — a better choice when tackling larger sizes of poultry and cuts of meat. The 'reverse tanto tip' / 'clip point' design increases tip strength while still allowing it to easily pierce skin and make precise cuts in tight spaces such as joints.",,,,TRUE
Wiki,Blade Shapes — Japanese,24,Hankotsu,"Hankotsu meaning 'Rebellious' is a boning knife that differs from the Honesuki because its shape is more straight-edged rather than triangular. It is used for cutting through hanging carcasses using a reverse cut grip. It has a pointed tip and a short height which allows the user to turn to cut along bone, connective tissue, or fat. Sometimes found unsharpened to give a very strong edge for tough deboning work. For poultry and fish, a Honesuki is generally a better option.",,,,TRUE
Wiki,Blade Shapes — Japanese,25,Kamagata,"Originally designed to cut rubber soles for shoemaking, this rare shape complements any knife collection perfectly. Shallots, garlic, herbs, tiny diced onion and tomato, beef tartare — none can stand up to the small but mighty Kamagata. This uniquely shaped vegetable knife has a flat edge like a Nakiri, making it perfect for chopping herbs or slicing small vegetables like shallots or garlic. Its compact size also makes it great for line cooks.",,,,TRUE
Wiki,Blade Shapes — Japanese,26,Udon Kiri,"As the name asserts, this Japanese knife type is dedicated to the creation of udon noodles, which require a unique shape in which the blade takes up less than half of the handle length. The Kiri also comes in soba and kasha variations, where the blade-to-handle ratio is slightly different, determined by the various noodle shapes. All three versions bear a long, straight blade with no curve, allowing for cutting straight to the board when pushing through dough while retaining a clean edge on every slice.",,,,TRUE
Wiki,Blade Shapes — Japanese,27,Cleaver (Japanese) & Kiri-cleaver,"Japanese-style cleaver knives are ideal for slicing and disjointing. The heavy blade is useful for tasks like breaking down whole fish, meat, and poultry. Ideal for: Chopping, pounding, mincing, slicing, and dicing. A Kiri cleaver is a type of cleaver with a curved belly and a pointed nose, similar to a Chinese cleaver but with a different shape. More precise than a Chinese cleaver due to its pointed nose.",,,,TRUE
Wiki,Blade Shapes — Western,30,Chef's Knife (Western),"A multi-purpose kitchen tool that can be used to slice, dice, and chop ingredients with precision. Chef's knives typically have a sharp point and a prominent edge that features a sloping curve. The curve facilitates cutting and allows you to execute the knife's signature rocking motion. The shape and length of the blade can vary, but a chef's knife should feel like an extension of your body as it is being used.",,,,TRUE
Wiki,Blade Shapes — Western,31,Paring Knife,"A paring knife is basically a mini chef's knife with a small blade offering greater versatility and precision. Great for peeling apples and potatoes, mincing small amounts of garlic and onions, and coring tomatoes. The blade is no longer than 3.5 inches, ideal for detail work like creating garnishes. Useful when working with small or tender vegetables and fruit — ginger, strawberries, garlic, and shallots — but not suited for harder vegetables such as carrots, beets, and squash.",,,,TRUE
Wiki,Blade Shapes — Western,32,Utility Knife,"A kitchen utility knife is a medium-sized knife with a blade ranging from 4.5 to 6 inches. Used for tasks that would tax paring knives but are too delicate for chef's knives. Most utility knives look like elongated paring knives with a thin, pointed blade. Not to be confused with a pocket utility box cutter.",,,,TRUE
Wiki,Blade Shapes — Western,33,Bread Knife,"Bread knives have a long, straight blade with a serrated edge perfect for sawing through soft items while keeping them intact. Some bread knives feature offset handles, designed to prevent the user's knuckles from hitting the cutting board. Blade length ranges from 5 to 14 inches, with 8 to 10 inches being most popular.",,,,TRUE
Wiki,Blade Shapes — Western,34,Carving / Slicing Knife,"Carving/slicing knives have a long, narrow blade that tapers to a sharp point. Much thinner than chef knives, enabling them to carve thin, uniform slices from cooked poultry and large roasts. Many slicing knives feature granton edges, which reduces drag and prevents meat from tearing while cutting. Blade length ranges from 8 to 14 inches, with 10 inches being most popular.",,,,TRUE
Wiki,Blade Shapes — Western,35,Boning Knife,"The blade of a boning knife is its defining feature: thin, semi-flexible, and with an ultra-sharp, tapered tip, explicitly designed for separating flesh from joints or bones with maximum precision and minimal waste. Its flexibility and long, slender shape makes it easier to maneuver between the spine of a chicken and the breast to separate meat from bone.",,,,TRUE
Wiki,Blade Shapes — Western,36,Filleting Knife,Very similar to boning knives but with a thinner and more flexible blade. The flexibility allows bending very far to cut close to the skin or bones. Can be used to cut fish. Due to the extra-narrow shape you can easily control the knife — so you never remove too much meat. Perfect knife when filleting soft types of meat and/or flat fish.,,,,TRUE
Wiki,Blade Shapes — Western,37,Steak Knife,"Used for cutting foods served as a main course such as steak and chicken. Blade is usually 4 to 6 inches long and varies in thickness. Depending on the manufacturer, the blade may be serrated or straight-edged. Common in Europe to use a straight edge while most steak knives used in the U.S. are serrated. Since serrated knives cannot be sharpened, they require less sharpening maintenance, but eventually the serrated edge becomes dull and requires replacement.",,,,TRUE
Wiki,Blade Shapes — Western,38,Cleaver (Western),"Western cleavers easily break down meat, bones, and dense foods. They have a short, wide blade resembling an ax with a straight edge, useful for chopping and hacking with an up-and-down motion. Two types: meat cleavers (raw meat prep) and vegetable cleavers (thinner blade, better for vegetables and fish). Blade length ranges from 4 to 10 inches, with 7 inches being most popular.",,,,TRUE
Wiki,Blade Shapes — Western,39,Butcher Knife,"Butcher knives have a long, curved blade with a sharp point at the end, helping with cutting through meat cleanly with a sawing motion. They feature a granton or straight edge to easily slice through meat without tearing or shredding. Blade length ranges from 5 to 12 inches, with 8 to 10 inches being most popular.",,,,TRUE
Wiki,Blade Shapes — Western,40,Cheese Knife,"Cheese knives are smaller knives typically served with cheese for slicing and portioning. Several types with different blade styles and lengths, specially designed to cut through soft, semi-soft, and hard cheeses. Some are designed with holes that prevent cheeses from sticking to them for ease of use. Perfect tool for charcuterie and grazing boards.",,,,TRUE
Wiki,Blade Shapes — Western,41,Tourne Knife,"The tourne knife, or bird's beak paring knife, has a short 2.25 to 3 inch blade that curves downward, mimicking the shape of a bird's beak. This allows you to closely grip the knife to peel small and odd-shaped food — such as a knob of ginger — with ease. The primary knife used to make tournee cuts: a French technique that involves turning and cutting vegetables into a seven-sided oblong, football shape to promote even cooking.",,,,TRUE
Wiki,Blade Shapes — Western,42,Breaking Knife,"A type of butcher knife used for cutting large sections of meat into smaller, more accessible cuts. More narrow, thin, and curved than a traditional butcher knife, which gives additional leverage and flexibility when cutting through tough skin, cartilage, and small bones. Blade length ranges from 7 to 10 inches, with 8 inches being most popular.",,,,TRUE
Wiki,Blade Shapes — Western,43,Oyster Knife,"An essential tool for any restaurant that shucks their own oysters. Several types are used for opening different sizes of oysters, but they all share a pointed tip that is perfect for unhinging the oyster's shell. Boston-style oyster knives are the most common and have long, narrow blades effective at opening oyster shells regardless of size — perfect for shucking beginners. Most feature an hourglass-shaped handle for a comfortable, secure grip.",,,,TRUE
Wiki,Knife Weight Classes,50,Laser Knives,"A 'laser' generally refers to an ultra-thin knife blade at the spine — blades that are 2.5mm or less in width on their spine, taper to a thin edge, and maintain this thinness throughout. Weight: approximately 6.5g/10mm or below is a good rule of thumb, so a 240mm Laser can be expected to weigh 156g or less. More likely to find lasers with harder steels (HRC 60 and above). They are light, nimble, and easy to sharpen, but more fragile because of their thin edges. As thinner knives have less steel in the blade, there is less material to introduce grinds that aid in cutting performance and food release. Sharpening removes metal — a thin knife has less material to lose over 10 years of sharpening. Laser gyutos are known for their incredibly thin blades (1.5mm to 2.5mm at the spine), lightweight construction, high-performance steel, minimalist blade geometry, and unparalleled precision cutting. Best suited for users who prioritize precision and finesse; may not be suitable for heavy-duty tasks like chopping through bones.",,,,TRUE
Wiki,Knife Weight Classes,51,Midweight Knives,"Midweight knives are the middle child — bigger than a laser, smaller than a workhorse, and the most common type. A common knife enthusiast trajectory for Westerners is to discover thin Japanese lasers, then discover the benefits of a properly ground thicker blade and want to try a workhorse. A midweight gyuto strikes a balance between durability and agility — moderate thickness and weight, providing enough heft for cutting through denser ingredients while still allowing for precise control. The blade typically has a versatile profile suitable for a wide range of kitchen tasks, with a moderate curve allowing for both rocking and slicing motions. They offer reliable edge retention and are comfortable to handle during prolonged use.",,,,TRUE
Wiki,Knife Weight Classes,52,Workhorse / Heavyweight Knives,"The term 'workhorse' captures knives that are heavier — generally with a thicker spine, often convexly ground, meant to be used a lot. Approximately 10g/1cm and above is a good rule of thumb starting weight. Workhorses are generally more robust and less fragile; the weight of the blade can do a lot of work for you; they feel solid and assuring in hand; and can make prep work an absolute joy. You generally will not find the nimbleness and balance in workhorses that you would in a midweight or laser. Best definition found: 'An undelicate knife that can use its weight combined with its geometry to process large amounts of products comfortably and competently.' If thicker, denser vegetables are something you prepare regularly (butternut squash, sweet potatoes), a convex heavier knife could be a great addition.",,,,TRUE
Wiki,Knife Weight Classes,53,Knife Length & Height,"Length is a personal preference reflecting your environment, your ingredients, and your preferences. Smaller kitchens may require shorter blades. If you cut a lot of large ingredients (e.g. butternut squash), you might need a longer blade. Height: Gyutos have been getting taller at the heel to accommodate more room for the hand. Western chef's knives have generally been taller at the heel. The agreed-upon new standard for the prototypical 240mm gyuto is 50mm in height. Things to consider: your height relative to the surface you work on (add cutting board height to that calculus), hand size, and how you cut (push/pull, rock chop, etc.).",,,,TRUE
Wiki,Handle & Construction,60,Wa vs Yo Handles,"With Japanese style knives you often see the blade with a piece of metal (the Tang) going into a handle. When the tang runs the full length and a handle is made by affixing materials on both sides, this is a Full Tanged, Western Style, or Yo handle. When the tang goes into the handle and you cannot see the end, this is called a Hidden Tang with a Wa Handle. After the fall of Japan in WWII, Japan began producing knives with full-tang western handles for export to match Western tastes. Fast forward to today, Japan's handmade knife market has been revitalized and Western tastes evolved to gravitate towards the more traditional-looking Wa handle. Wa handles let you customize your knife easier, move balance from the handle towards the blade, and are versatile for multiple hand positions. Wa handles are also easier to remove and replace without damage.",,,,TRUE
Wiki,Handle & Construction,61,Why Western Handles on Japanese Knives,"Several factors explain the prevalence of Western-style handles on Japanese knives: (1) Globalization — growing demand for knives familiar to Western users. (2) Ergonomics — Western-style handles with contoured shapes are often perceived as more comfortable, providing a secure grip and reducing hand fatigue. (3) Versatility — Yo handles are well-suited for a wide range of kitchen tasks and cutting techniques. (4) Availability — Western-style knives are more readily available in mass-market retail. (5) Stainless Preference — many Western-style knives feature stainless steel blades which resist corrosion and are easy to maintain. (6) Modernization — the evolving nature of Japanese cuisine has led to a blending of traditional and Western culinary techniques.",,,,TRUE
Wiki,Handle & Construction,62,Wood Handles,"Benefits: Aesthetics — Wood handles exude timeless elegance and add sophistication. Comfortable Grip — Natural, ergonomic grip that feels comfortable, reducing fatigue. Natural Insulation — Comfortable to hold in cold and hot conditions. Excellent Feedback — Wood's natural vibration-damping properties provide better feedback during cutting, enhancing precision and control. Drawbacks: Maintenance — Wood handles require regular maintenance (periodic oiling or waxing) to prevent drying and cracking. Hygiene — Wood is porous and can absorb moisture and food particles, potentially less hygienic. Susceptibility to Damage — More prone to scratches, dents, and moisture-related issues, requiring careful handling and storage.",,,,TRUE
Wiki,Handle & Construction,63,Plastic Handles,"Benefits: Durability — Highly durable, impact-resistant, and less prone to damage than other materials. Easy Maintenance — Generally non-porous, making them easy to clean and maintain. Less likely to absorb moisture or odours. Affordability — Often more cost-effective than other handle materials. Lightweight — Typically lightweight, providing ease of use and reducing hand fatigue. Drawbacks: Less Aesthetic Appeal — May lack the visual appeal and natural warmth of wood or metal. Limited Heat Resistance — Some plastic handles may have lower heat resistance, making them unsuitable for high-temperature applications. Potential Grip Concerns — Some may lack the same tactile feedback and ergonomic comfort as other materials.",,,,TRUE
Wiki,Handle & Construction,64,Metal Handles,"Benefits: Durability and Strength — Exceptionally durable, resistant to wear, can withstand heavy use without deformation or breakage. Hygienic and Easy to Clean — Non-porous, ensuring better hygiene and reducing the risk of bacterial growth. Sleek and Modern Look — Provides a contemporary and professional appearance. Heat Conductivity — Efficiently dissipates heat. Drawbacks: Weight — Metal handles tend to be heavier, affecting overall balance and user comfort during extended use. Potential Slipperiness — Some metal handles may be slippery when wet or greasy, requiring extra caution. Temperature Sensitivity — Metal handles can become extremely hot or cold when exposed to extreme temperatures.",,,,TRUE
Wiki,Handle & Construction,65,Composite Handles,"Composite handles are often made from a combination of materials like resin, fibre, or rubber. Benefits: Strength and Durability — Excellent strength with enhanced impact resistance and resistance to wear. Versatility in Design — Allow for innovative handle designs, providing ergonomic shapes and textures for improved grip and control. Enhanced Grip — Often feature textured surfaces or rubberized inserts, providing a secure and comfortable grip even in wet or greasy conditions. Moisture Resistance — Generally moisture-resistant, minimizing the risk of warping, cracking, or bacterial growth. Drawbacks: Cost — May have a higher price point than other handle materials. Potential Wear and Tear — Some handles may be susceptible to scratching or showing signs of wear over time.",,,,TRUE
Wiki,Steels — Japanese Stainless,70,Stainless Steel Overview,"Stainless steel is generally any steel alloy with a minimum of 10.5% chromium content by mass. Compared to carbon steel, stainless steel Japanese knives are highly resistant to corrosion. The chromium oxide creates a protective film that prevents contact between water and iron or oxygen. Important note: stainless steel knives are not completely stain-proof or rust-proof. If exposed to water for a prolonged amount of time, they will rust, particularly if the liquid has salt in it. Hardness is determined using the Rockwell scale (HRC). Most mid-to-higher quality Japanese steels will have HRC 58 or higher, though chemical composition also impacts performance and should be taken into account.",,,,TRUE
Wiki,Steels — Japanese Stainless,71,VG-10,"VG-10 is a great type of stainless steel for kitchen knives and very common. Typically these knives have an HRC between 60 and 61, good edge retention, and excellent corrosion resistance. Damascus-style knives often use VG-10 as the core. VG-10 is a grade of Japanese stainless steel primarily focused on cutlery. The name stands for V Gold 10, where 'gold' refers to quality. Approximate composition: 1% carbon, 1-3% vanadium, 14.5-15.5% chromium, 0.9-1.2% molybdenum, 1.3-1.5% cobalt, 0.5% manganese, and 0.03% phosphorus.",,,,TRUE
Wiki,Steels — Japanese Stainless,72,AUS-10,"AUS-10 is a high-performance knife steel with sharp and rust-resistant properties. Offers slightly less chromium than VG-10 and may be more susceptible to corrosion but should have a little better edge retention to compensate. Composition: approximately 1.05% carbon, 14% chromium, 0.2% molybdenum, 0.2% vanadium, 0.5% manganese, 0.5% nickel, and 1% silicon. Hardness: 58-61 HRC. Molybdenum/vanadium is added to ordinary stainless steel, strengthening it more than basic stainless steel.",,,,TRUE
Wiki,Steels — Japanese Stainless,73,Ginsan / Silver No.3,"Ginsan is a very fine-grained Japanese stainless steel that can have an edge sharpness and edge retention similar to some high-carbon steels. Generally thought to be slightly easier to sharpen than VG-10 while also slightly more susceptible to rust due to lower chromium content. When Japanese chefs choose stainless steel over high-carbon steel, they will often choose Ginsan. Ginsan-Ko steel was developed by Hitachi Metals and is composed of about 1.05% carbon, 13% chromium, and 0.8% manganese, with a hardness rating between 59 and 62 HRC.",,,,TRUE
Wiki,Steels — Japanese Stainless,74,ZA-18,"ZA-18 was designed by Aichi to compete with or even outperform VG-10. Composition: 0.95-1.2% carbon, 17-18% chromium, 1-1.5% molybdenum, 0.1-0.25% vanadium, 0-1% manganese, 0-1% silicon. Hardness: 61-63 HRC. This stainless steel has very high hardness and can be sharpened to a razor-sharp edge. It is an incredible stainless steel with great edge retention.",,,,TRUE
Wiki,Steels — Japanese Stainless,75,SRS13,"SRS13 steel, developed by Nachi-Fujikoshi, is an innovative powder metallurgy super stainless steel. Capable of reaching a hardness of HRC 64 through heat treatment. Artisans have the option to leave some flexibility in the heat treatment process, striking a balance between hardness and resilience — resulting in blades less prone to chipping compared to SG2/R2 steel. This makes SRS13 a preferred choice for demanding tasks, providing outstanding cutting performance without compromising durability.",,,,TRUE
Wiki,Steels — Japanese Stainless,76,SG2 / R2,"Developed by Takefu Special Steel, Super Gold 2 (SG2) is a premium powdered tool steel alloy specifically engineered for high-quality blades. Heat-treatable to an impressive hardness of up to 64 HRC, SG2 blades exhibit outstanding edge retention and wear resistance. R2, produced by Kobelco Steel, is widely believed to be identical to SG2 in composition and properties. Due to their indistinguishable characteristics, these steels are often referred to interchangeably as SG2/R2. Blades made from SG2/R2 have gained considerable popularity among both professional chefs and knife enthusiasts for their exceptional cutting performance and long-lasting edge sharpness.",,,,TRUE
Wiki,Steels — Japanese Stainless,77,Molybdenum (Moly) Steels,"Molybdenum stainless steels are a general class of Japanese steels that have a higher content of molybdenum than standard stainless steel knives. While all stainless steel knives have 10.5% or more chromium, not all have molybdenum. Molybdenum increases the corrosion resistance of stainless steel, making its use in kitchen knives particularly useful.",,,,TRUE
Wiki,Steels — Japanese Stainless,78,Inox,"Inox is a general type of stainless steel, typically with a lower HRC than stainless steel types used in Japanese knives. The Inox used by Sakai Takayuki is typically AUS-8; often, this version of AUS-8 has molybdenum added to it for additional corrosion resistance. The HRC for this material is in the 58-59 range generally.",,,,TRUE
Wiki,Steels — Japanese Stainless,79,Swedish Steel / Bohler-Uddeholm,"World-class Bohler-Uddeholm steel is considered the highest quality stainless steel material, with excellent sharpness, strength, and resistance to abrasion. Knives made of this type of steel are lightweight and easy to use. Bohler-Uddeholm is a large Austrian company that manufactures the steel used in the Grand Chef knife series. Established in 1670 in Sweden, they have a history of more than 300 years. The quality iron ore from their mines contains an extremely low amount of phosphorus and sulfur, so their steel has exceptional sharpness, excellent abrasion and corrosion resistance.",,,,TRUE
Wiki,Steels — Japanese Stainless,80,VS1 Semi-Stainless (VGin-1),"VS1 is a high-tech modern knife-making steel, prized for its ability to hold an edge and sharpen like high-carbon steel, with much less maintenance. Though this steel can rust, it doesn't do so easily and is relatively easy to care for. Also known as VGin-1 (Gin = Silver), Chromax Semi-Stainless Steel, or SKD12 Semi-Stainless Steel. Perfect for both home cooks looking for their first knife and professionals who put their knife through its paces. Composition: Carbon 0.95-1.05%, Chromium 4.5-5.5%, Molybdenum 0.8-1.2%, Vanadium 0.2%.",,,,TRUE
Wiki,Steels — Japanese Stainless,81,ZDP-189 Powdered Stainless,"ZDP-189 was developed by Hitachi Metals Ltd. and is a true next-generation powdered steel. It can be hardened to a dizzying 65-67 Rockwell, giving you an extremely long-lived edge. With that extreme hardness comes a knife that is also extremely hard to sharpen; for home sharpeners this steel may feel like Everest to get an edge on. ZDP-189 is not widely used by blacksmiths and knifemakers due to the special forging and heat-treatment requirements. This steel can also be found under the name MC66 when used by Zwilling. ZDP-189 contains 3% Carbon and 20% Chromium; the remaining make-up is proprietary.",,,,TRUE
Wiki,Steels — Japanese Stainless,82,SLD Semi-Stainless,"SLD semi-stainless steel was originally designed by Hitachi for cutting other steels. It holds an edge as long as carbon steel but is much easier to care for. SLD isn't completely stainless, so clean and dry it when you're done using it. Composition: Carbon 1.5%, Silicon 0.3%, Manganese 0.4%, Chromium 12%, Molybdenum 0.9%, Vanadium 0.3%.",,,,TRUE
Wiki,Steels — Japanese Stainless,83,SKD / SKD-12,"SKD is the Japanese version of A2. It has finer carbides than SLD, but still provides a nice, toothy edge. Tougher due to the carbide volume difference. Not a real stainless — it will stain and rust if not cared for. Considered by many enthusiasts as one of the best semi-stainless steels available.",,,,TRUE
Wiki,Steels — Japanese Stainless,84,HAP40 High Speed Powder Semi-Stainless,"Hitachi's HAP40 strikes a balance between hardness, toughness, and wear resistance to provide some of the best edge retention available. It can rust and will definitely stain, but is more forgiving than white or blue carbon steels. Make sure to wash and dry directly after use. After a nice strong patina has formed on the blade they are less likely to rust — patina is your friend! Composition: Carbon 1.27-1.33%, Chromium 3.7-4.7%, Molybdenum 4.6-5.4%, Tungsten 5.6-6.4%, Vanadium 2.8-3.3%, Cobalt 7.5-8.5%.",,,,TRUE
Wiki,Steels — Japanese Stainless,85,"High Speed Powder Stainless Group (R2, SG2, SRS13, SRS15)","This group includes SRS13, SRS15, R2, and SG2 Powdered Stainless Steels. They all have a Rockwell hardness of 62-63 and are all very similar steels. These are serious precision instruments and must be treated as such — they need to be babied a bit because of the high hardness, especially when ground very thin. With these knives, one must accept that the blade could chip from time to time, but it's a small price to pay for the insane performance. Composition: Carbon 1.25-1.5%, Chromium 13-16%, Molybdenum 2.3-3.3%, Vanadium 1.5-2.2%, Manganese 0.3-0.4%, Silicon 0.3-0.5%. ZDP189 would also be considered a High-Speed Powder Stainless Steel but is significantly harder.",,,,TRUE
Wiki,Steels — Japanese Stainless,86,Cobalt Special Steel,"Produced by the Takefu Special Steel Company, Cobalt Special Steel is formulated to offer incomparable corrosion resistance due to its 1.1% carbon and 16% chromium content. Tungsten is added to provide greater temper resistance, molybdenum offers superior rust resistance, and vanadium creates a finer microstructure. The addition of cobalt increases strength while giving a long-lasting, sharp edge. Category: Powdered Stainless Steel. HRC: 60-62.",,,,TRUE
Wiki,Steels — Japanese Stainless,87,ATS-34,"ATS-34 Steel is Hitachi Steel's version of 154CM — an ingot alloy targeting the middle to higher-end knife segment. With 14% chromium it is quite corrosion resistant. The steel can be treated to a hardness of 60-61, offering adequate edge retention, but shows more toughness properties and is therefore better suited for heavier duty kitchen work. Also referred to as the Japanese equivalent of 154CM.",,,,TRUE
Wiki,Steels — Japanese Stainless,88,VG5,"VG5 is a stainless steel used in some Japanese kitchen knives. Composition: Carbon 0.70-0.80%, Chromium 13-15%, Molybdenum 0.2-0.4%, Vanadium 0.10-0.20%.",,,,TRUE
Wiki,Steels — Japanese Carbon,90,Hagane / Yasugi Steel Overview,"Hagane steel is the traditional method of melting iron sand in a clay furnace and adding carbon by mixing it with charcoal. Yasugi steel (or Yasugi hagane), produced by Hitachi Metals Ltd in Shimane prefecture, is the modern version of traditional Hagane. There are three main top-grade high-carbon Japanese steels: Shirogami or White Steel (#1, #2), Aogami or Blue Steel (#1, #2), and Aogami Super or Blue Super Steel. Yasugi steel is high-grade cutting steel with high purity. A high level of craftsmanship is required — generally only master craftsmen handle this type of metal when forging knives. While Yasugi steel allows for a razor-sharp edge (often used to make swords in ancient times), it is more prone to rusting and requires more care and maintenance.",,,,TRUE
