category,group,sort_order,title,body,image_url,link,shape_key,published
Metal,Stainless,24,COSP / Cobalt Special — HRC 62–64,"C 0.80–0.90%, Cr 13–14%, Co 3–5%. High cobalt allows greater hardness.",,,,true
Metal,Stainless,25,ZA-18 (Takefu) — HRC 63–65,"C 1.0%, Cr 18%, Co. Near-immune to rust. Ideal for humid kitchens.",,,,true
Metal,Powder Metallurgy (PM),26,SG2 / R2 — HRC 62–64,"C 1.25%, Cr 14%, V 1.8%, Mo 2.3%. Benchmark PM stainless. Endgame for most professionals.",,,,true
Metal,Powder Metallurgy (PM),27,FAXR2 (Takefu) — HRC 63–64,"C 1.3%, Cr 14%, Mo 2.5%, V 2.0%. Close to SG2. Excellent wear resistance.",,,,true
Metal,Powder Metallurgy (PM),28,SPG STRIX (Takefu) — HRC 63–64,"C 1.4%, Cr 14%, V 2.4%, Mo 2.0%. At or above SG2 in performance.",,,,true
Metal,Powder Metallurgy (PM),29,VG XEOS (Takefu) — HRC 63–65,"C 1.2–1.4%, V 1.5–2.0%, Mo 2.0–2.5%. Bridges VG-10 and SG2.",,,,true
Metal,Powder Metallurgy (PM),30,SRS-13 (Nachi-Fujikoshi) — HRC 63–65,"C 1.3%, Cr 13.5%, V 3%. High vanadium for outstanding retention.",,,,true
Metal,Powder Metallurgy (PM),31,ZDP-189 (Hitachi) — HRC 67–69,"C 3.0%, Cr 20%. Extreme hardness. Very brittle. Expert-only.",,,,true
Shape,Double Bevel,1,Gyuto,Japanese chef's knife. Versatile all-purpose blade. 180–270mm.,/Gyuto.png,,gyuto,true
Shape,Double Bevel,2,Santoku,"Three virtues: meat, fish, vegetables. Shorter, lighter than gyuto. 165–190mm.",/Santoku.png,,santoku,true
Shape,Double Bevel,3,Nakiri,Vegetable knife. Straight edge for push-cutting. 150–180mm.,/Nakiri.png,,nakiri,true
Shape,Double Bevel,4,Sujihiki,"Slicing knife. Long, thin blade minimises tearing. 240–330mm.",/Sujihiki.png,,sujihiki,true
Shape,Double Bevel,5,Bunka,Reverse tanto tip. Great for precision cuts. 165–200mm.,/Bunka.png,,bunka,true
Shape,Double Bevel,6,Honesuki,Boning knife. Stiff triangular blade for poultry. 145–165mm.,/Honesuki.png,,honesuki,true
Shape,Double Bevel,7,Petty,Small utility knife for detail work and peeling. 120–180mm.,/Petty.png,,petty,true
Shape,Single Bevel (Traditional),8,Deba,"Heavy fish butchery knife. Handles heads, bones and scales. 150–210mm.",/Deba.png,,deba,true
Shape,Single Bevel (Traditional),9,Yanagiba,Sashimi slicer. Long pull-cut for clean fish slices. 240–360mm.,/Yanagiba.png,,yanagiba,true
Shape,Single Bevel (Traditional),10,Usuba,Vegetable knife for katsuramuki thin sheets. 180–240mm.,/Usuba.png,,usuba,true
Shape,Single Bevel (Traditional),11,Kiritsuke,Multi-purpose single-bevel. Extremely difficult to master. Status symbol.,/Kiritsuke.png,,kiritsuke,true
Makers,Sakai Region,1,Sakai Takayuki,One of the largest Sakai producers. Wide range from entry-level to professional grade.,,https://www.musashihamono.com/search?q=Sakai+Takayuki,,true
Makers,Sakai Region,2,Takeshi Saji,Master smith known for exquisite Damascus patterns and premium materials.,,https://www.musashihamono.com/search?q=Takeshi+Saji,,true
Makers,Sakai Region,3,Morihei / Hiden,Traditional maker known for exceptional single-bevel knives and hand finishing.,,https://www.musashihamono.com/search?q=Morihei,,true
Makers,Echizen & Other Regions,4,Yoshimi Kato,"Award-winning blacksmith. Exceptional grinds, SG2 and Damascus specialist.",,https://www.musashihamono.com/search?q=Yoshimi+Kato,,true
Makers,Echizen & Other Regions,5,Yu Kurosaki,"Modern master. Innovative surface patterns, exceptional balance and fit & finish.",,https://www.musashihamono.com/search?q=Yu+Kurosaki,,true
Makers,Echizen & Other Regions,6,Tosa Tradition,Kochi Prefecture. Utilitarian high-performance knives with excellent value.,,https://www.musashihamono.com/search?q=Tosa,,true
Terminology,Construction Terms,1,Honbazuke,Initial edge setting by the maker. Establishes the final cutting geometry.,,,,true
Terminology,Construction Terms,2,Honyaki,"Single steel construction. Highest grade, hamon visible. Requires expert maintenance.",,,,true
Terminology,Construction Terms,3,Kasumi,"Mirror edge bevel, misty body from forge work. Classic Japanese aesthetic.",,,,true
Terminology,Construction Terms,4,Kurouchi,"Forge scale left intact. Rustic look, protective, reduces food adhesion.",,,,true
Terminology,Construction Terms,5,Tsuchime,Hand-hammered dimple texture. Decorative and reduces food sticking.,,,,true
Terminology,Construction Terms,6,Nashiji,"Pear-skin matte texture. Effective food release, refined appearance.",,,,true
Terminology,Geometry & Parts,7,Ha,The cutting edge of the blade.,,,,true
Terminology,Geometry & Parts,8,Mune,The spine (back) of the blade.,,,,true
Terminology,Geometry & Parts,9,Shinogi,Transition line between the flat and the beveled edge section.,,,,true
Terminology,Geometry & Parts,10,HRC,Rockwell Hardness Scale C. Higher = better retention but more brittle.,,,,true
Terminology,Geometry & Parts,11,Single Bevel,Edge ground on one side only. Traditional Japanese. Right or left-handed specific.,,,,true
Terminology,Geometry & Parts,12,Double Bevel,Edge ground symmetrically. Works for both left and right-handed users.,,,,true
Usages,By Task,1,Fish Butchery,"Deba. Weight and single bevel handle heads, bones and scales.",,,,true
Usages,By Task,2,Sashimi / Sushi,"Yanagiba. Long pull-cut creates clean, undamaged fish slices.",,,,true
Usages,By Task,3,Vegetable Prep,Nakiri for everyday prep. Usuba for katsuramuki and precise julienne.,,,,true
Usages,By Task,4,General Cooking,Gyuto or Santoku as workhorse knives for most kitchen tasks.,,,,true
Usages,By Task,5,Meat Slicing,"Sujihiki. Long blade covers the full cut, minimising tearing.",,,,true
Usages,By Task,6,Poultry Breakdown,Honesuki. Stiff blade follows bone structure closely.,,,,true
Usages,By Task,7,Detail / Garnish,"Petty. Fine precision work, peeling and garnishes.",,,,true
Finish,Finish Types,1,Kasumi,Mirror edge with misty body. The classic Japanese aesthetic.,/Kasumi.png,,,true
Finish,Finish Types,2,Kurouchi (Blacksmith),"Forge scale intact. Rustic, protective patina. Excellent food release.",/Kurouchi.png,,,true
Finish,Finish Types,3,Migaki (Mirror),Fully polished blade. Maximum visual impact. Shows scratches over time.,/Migaki.png,,,true
Finish,Finish Types,4,Nashiji (Pear Skin),Textured matte. Very effective food release.,/Nashiji.jpg,,,true
Finish,Finish Types,5,Tsuchime (Hammered),Hand-hammered dimples. Highly decorative with anti-stick properties.,/Tsuchime.jpeg,,,true
Finish,Finish Types,6,Suminagashi (Damascus),Folded steel pattern. Each blade is unique.,/Damascus.jpg,,,true
Woods,Traditional Japanese,1,Ho (Magnolia),"Lightweight, absorbs moisture. Traditional Wa handle choice. Replaceable.",/Magnolia.jpg,,,true
Woods,Traditional Japanese,2,Walnut (Kurumi),"Dense, beautiful grain. Natural oils provide water resistance.",/Walnut.jpg,,,true
Woods,Traditional Japanese,3,Cherry (Sakura),"Hard, warm reddish tones. Good balance of grip and aesthetics.",/Cherry.jpg,,,true
Woods,Traditional Japanese,4,Chestnut (Kuri),"Traditional choice. Warm brown tones, medium weight.",/Chestnut.jpg,,,true
Woods,Traditional Japanese,5,Ebony,Very dense and dark. Premium traditional choice. Excellent water resistance.,/Ebony.jpg,,,true
Woods,Modern & Premium,6,Stabilized Wood,"Resin-impregnated. Highly water resistant, vivid colors, very stable.",,,,true
Woods,Modern & Premium,7,Rosewood,"Rich reddish-brown, high natural oil content. Dense and durable.",/Rosewood.jpg,,,true
Woods,Modern & Premium,8,Ambrosia Maple,Blue-grey streaks from beetle galleries. Highly decorative.,/Maple.jpg,,,true
Woods,Modern & Premium,9,Pakkawood,"Resin-compressed layered wood. Stable, water resistant, various colors.",,,,true
Packs,By Number of Knives,1,1 Knife,"Santoku 165–180mm in VG-10 or Ginsan. The single all-rounder that handles meat, fish, and vegetables comfortably.",,,,true
Packs,By Number of Knives,2,2 Knives,"Gyuto + Petty. The classic combo — one for everything, one for detail work and fruit.",,,,true
Packs,By Number of Knives,3,3 Knives,"Gyuto + Petty + Nakiri. Covers protein, detail work, and vegetables.",,,,true
Packs,By Number of Knives,4,4 Knives,Gyuto + Petty + Nakiri + Sujihiki. Adds a slicer for larger cuts of meat and fish.,,,,true
Packs,By Number of Knives,5,5 Knives,Gyuto + Santoku + Nakiri + Petty + Deba. A well-rounded kitchen set covering daily tasks plus fish butchery.,,,,true
Packs,By Number of Knives,6,6 Knives,Gyuto + Santoku + Nakiri + Petty + Deba + Sujihiki. The complete professional set.,,,,true
Packs,By Customer Type,7,Chef,"Gyuto 240–270mm in premium steel (Blue Super, SG2). Performance over comfort, built for volume.",,,,true
Packs,By Customer Type,8,Sushi Chef,Yanagiba + Deba + Usuba. The traditional single-bevel set for itamae work.,,,,true
Packs,By Customer Type,9,Gift,"Santoku or Petty with a decorative handle (Damascus, premium wood) in a gift box.",,,,true
Packs,By Customer Type,10,Fisher,Deba + a sturdy Petty for on-the-spot cleaning and filleting.,,,,true
Packs,By Customer Type,11,Hunter,"Thick-bladed knife in a tough steel (SLD, SKD) built for processing game.",,,,true
General,Care & Maintenance,1,Never dishwasher,Hand wash and dry immediately. Dishwashers destroy handles and edges.,,,,true
General,Care & Maintenance,2,Cutting surfaces,Wood or plastic only. Glass and ceramic destroy any edge quickly.,,,,true
General,Care & Maintenance,3,Carbon steel care,Dry immediately after use. Apply camellia oil for storage.,,,,true
General,Care & Maintenance,4,Sharpening,"Whetstones: 400–1000 grit for repair, 1000–3000 regular, 6000+ polishing.",,,,true
General,Care & Maintenance,5,Storage,"Magnetic strip, knife block, or blade guards. Never loose in drawers.",,,,true
General,Customer Notes,6,Tax-Free Shopping,Non-resident visitors receive 6% tax-free discount. Passport required at purchase.,,,,true
General,Customer Notes,7,Beginner,"VG-10 or Ginsan. Stainless, forgiving, low maintenance. Gyuto or Santoku.",,,,true
General,Customer Notes,8,Intermediate,Blue #2. Better performance. Requires immediate drying after use.,,,,true
General,Customer Notes,9,Advanced,"White #1, Honyaki, single-bevel. Maximum performance. Full care commitment.",,,,true
